year,season,area_group,length,observations
2018,A season,NMFS_AREA > 519,60,4
2018,A season,NMFS_AREA > 519,61,5
2018,A season,NMFS_AREA > 519,62,2
2018,A season,NMFS_AREA > 519,63,2
2018,A season,NMFS_AREA > 519,64,2
2018,A season,NMFS_AREA > 519,65,5
2018,B season,NMFS_AREA < 520,20,4
2018,B season,NMFS_AREA < 520,21,6
2018,B season,NMFS_AREA < 520,22,3
2018,B season,NMFS_AREA < 520,23,3
2018,B season,NMFS_AREA < 520,24,6
2018,B season,NMFS_AREA < 520,25,3
2018,B season,NMFS_AREA < 520,26,11
2018,B season,NMFS_AREA < 520,27,5
2018,B season,NMFS_AREA < 520,28,3
2018,B season,NMFS_AREA < 520,29,5
2018,B season,NMFS_AREA < 520,30,4
2018,B season,NMFS_AREA < 520,31,9
2018,B season,NMFS_AREA < 520,32,16
2018,B season,NMFS_AREA < 520,33,6
2018,B season,NMFS_AREA < 520,34,21
2018,B season,NMFS_AREA < 520,35,22
2018,B season,NMFS_AREA < 520,36,34
2018,B season,NMFS_AREA < 520,37,83
2018,B season,NMFS_AREA < 520,38,149
2018,B season,NMFS_AREA < 520,39,350
2018,B season,NMFS_AREA < 520,40,714
2018,B season,NMFS_AREA < 520,41,1433
2018,B season,NMFS_AREA < 520,42,2540
2018,B season,NMFS_AREA < 520,43,4338
2018,B season,NMFS_AREA < 520,44,5823
2018,B season,NMFS_AREA < 520,45,6787
2018,B season,NMFS_AREA < 520,46,7185
2018,B season,NMFS_AREA < 520,47,6867
2018,B season,NMFS_AREA < 520,48,6109
2018,B season,NMFS_AREA < 520,49,4926
2018,B season,NMFS_AREA < 520,50,3608
2018,B season,NMFS_AREA < 520,51,2316
2018,B season,NMFS_AREA < 520,52,1423
2018,B season,NMFS_AREA < 520,53,892
2018,B season,NMFS_AREA < 520,54,523
2018,B season,NMFS_AREA < 520,55,298
2018,B season,NMFS_AREA < 520,56,177
2018,B season,NMFS_AREA < 520,57,106
2018,B season,NMFS_AREA < 520,58,64
2018,B season,NMFS_AREA < 520,59,32
2018,B season,NMFS_AREA < 520,60,24
2018,B season,NMFS_AREA < 520,61,14
2018,B season,NMFS_AREA < 520,62,6
2018,B season,NMFS_AREA < 520,63,3
2018,B season,NMFS_AREA < 520,64,6
2018,B season,NMFS_AREA < 520,65,8
2018,B season,NMFS_AREA > 519,20,2
2018,B season,NMFS_AREA > 519,21,2
2018,B season,NMFS_AREA > 519,22,5
2018,B season,NMFS_AREA > 519,23,8
2018,B season,NMFS_AREA > 519,24,23
2018,B season,NMFS_AREA > 519,25,36
2018,B season,NMFS_AREA > 519,26,52
2018,B season,NMFS_AREA > 519,27,71
2018,B season,NMFS_AREA > 519,28,76
2018,B season,NMFS_AREA > 519,29,55
2018,B season,NMFS_AREA > 519,30,42
2018,B season,NMFS_AREA > 519,31,33
2018,B season,NMFS_AREA > 519,32,44
2018,B season,NMFS_AREA > 519,33,67
2018,B season,NMFS_AREA > 519,34,117
2018,B season,NMFS_AREA > 519,35,224
2018,B season,NMFS_AREA > 519,36,485
2018,B season,NMFS_AREA > 519,37,867
2018,B season,NMFS_AREA > 519,38,1355
2018,B season,NMFS_AREA > 519,39,2018
2018,B season,NMFS_AREA > 519,40,3024
2018,B season,NMFS_AREA > 519,41,3870
2018,B season,NMFS_AREA > 519,42,4489
2018,B season,NMFS_AREA > 519,43,4570
2018,B season,NMFS_AREA > 519,44,4195
2018,B season,NMFS_AREA > 519,45,3563
2018,B season,NMFS_AREA > 519,46,2861
2018,B season,NMFS_AREA > 519,47,2247
2018,B season,NMFS_AREA > 519,48,1730
2018,B season,NMFS_AREA > 519,49,1494
2018,B season,NMFS_AREA > 519,50,1207
2018,B season,NMFS_AREA > 519,51,880
2018,B season,NMFS_AREA > 519,52,637
2018,B season,NMFS_AREA > 519,53,453
2018,B season,NMFS_AREA > 519,54,305
2018,B season,NMFS_AREA > 519,55,204
2018,B season,NMFS_AREA > 519,56,131
2018,B season,NMFS_AREA > 519,57,121
2018,B season,NMFS_AREA > 519,58,56
2018,B season,NMFS_AREA > 519,59,35
2018,B season,NMFS_AREA > 519,60,42
2018,B season,NMFS_AREA > 519,61,20
2018,B season,NMFS_AREA > 519,62,17
2018,B season,NMFS_AREA > 519,63,11
2018,B season,NMFS_AREA > 519,64,9
2018,B season,NMFS_AREA > 519,65,27
2019,A season,NMFS_AREA < 520,20,1
2019,A season,NMFS_AREA < 520,21,4
2019,A season,NMFS_AREA < 520,22,1
2019,A season,NMFS_AREA < 520,23,2
2019,A season,NMFS_AREA < 520,24,6
2019,A season,NMFS_AREA < 520,25,11
2019,A season,NMFS_AREA < 520,26,27
2019,A season,NMFS_AREA < 520,27,47
2019,A season,NMFS_AREA < 520,28,58
2019,A season,NMFS_AREA < 520,29,79
2019,A season,NMFS_AREA < 520,30,74
2019,A season,NMFS_AREA < 520,31,78
2019,A season,NMFS_AREA < 520,32,69
2019,A season,NMFS_AREA < 520,33,48
2019,A season,NMFS_AREA < 520,34,49
2019,A season,NMFS_AREA < 520,35,55
2019,A season,NMFS_AREA < 520,36,64
2019,A season,NMFS_AREA < 520,37,112
2019,A season,NMFS_AREA < 520,38,269
2019,A season,NMFS_AREA < 520,39,613
2019,A season,NMFS_AREA < 520,40,1240
2019,A season,NMFS_AREA < 520,41,2404
2019,A season,NMFS_AREA < 520,42,3896
2019,A season,NMFS_AREA < 520,43,5404
2019,A season,NMFS_AREA < 520,44,6652
2019,A season,NMFS_AREA < 520,45,7509
2019,A season,NMFS_AREA < 520,46,7970
2019,A season,NMFS_AREA < 520,47,7825
2019,A season,NMFS_AREA < 520,48,7198
2019,A season,NMFS_AREA < 520,49,6219
2019,A season,NMFS_AREA < 520,50,4977
2019,A season,NMFS_AREA < 520,51,3812
2019,A season,NMFS_AREA < 520,52,2761
2019,A season,NMFS_AREA < 520,53,1991
2019,A season,NMFS_AREA < 520,54,1390
2019,A season,NMFS_AREA < 520,55,933
2019,A season,NMFS_AREA < 520,56,655
2019,A season,NMFS_AREA < 520,57,461
2019,A season,NMFS_AREA < 520,58,332
2019,A season,NMFS_AREA < 520,59,226
2019,A season,NMFS_AREA < 520,60,187
2019,A season,NMFS_AREA < 520,61,110
2019,A season,NMFS_AREA < 520,62,95
2019,A season,NMFS_AREA < 520,63,69
2019,A season,NMFS_AREA < 520,64,63
2019,A season,NMFS_AREA < 520,65,176
2019,A season,NMFS_AREA > 519,26,1
2019,A season,NMFS_AREA > 519,27,2
2019,A season,NMFS_AREA > 519,28,2
2019,A season,NMFS_AREA > 519,29,7
2019,A season,NMFS_AREA > 519,30,13
2019,A season,NMFS_AREA > 519,31,10
2019,A season,NMFS_AREA > 519,32,11
2019,A season,NMFS_AREA > 519,33,9
2019,A season,NMFS_AREA > 519,34,7
2019,A season,NMFS_AREA > 519,35,3
2019,A season,NMFS_AREA > 519,36,3
2019,A season,NMFS_AREA > 519,37,8
2019,A season,NMFS_AREA > 519,38,10
2019,A season,NMFS_AREA > 519,39,19
2019,A season,NMFS_AREA > 519,40,28
2019,A season,NMFS_AREA > 519,41,60
2019,A season,NMFS_AREA > 519,42,76
2019,A season,NMFS_AREA > 519,43,98
2019,A season,NMFS_AREA > 519,44,117
2019,A season,NMFS_AREA > 519,45,127
2019,A season,NMFS_AREA > 519,46,123
2019,A season,NMFS_AREA > 519,47,114
2019,A season,NMFS_AREA > 519,48,105
2019,A season,NMFS_AREA > 519,49,86
2019,A season,NMFS_AREA > 519,50,53
2019,A season,NMFS_AREA > 519,51,50
2019,A season,NMFS_AREA > 519,52,45
2019,A season,NMFS_AREA > 519,53,30
2019,A season,NMFS_AREA > 519,54,21
2019,A season,NMFS_AREA > 519,55,23
2019,A season,NMFS_AREA > 519,56,15
2019,A season,NMFS_AREA > 519,57,16
2019,A season,NMFS_AREA > 519,58,12
2019,A season,NMFS_AREA > 519,59,11
2019,A season,NMFS_AREA > 519,60,5
2019,A season,NMFS_AREA > 519,61,6
2019,A season,NMFS_AREA > 519,62,3
2019,A season,NMFS_AREA > 519,63,3
2019,A season,NMFS_AREA > 519,64,2
2019,A season,NMFS_AREA > 519,65,9
2019,B season,NMFS_AREA < 520,20,21
2019,B season,NMFS_AREA < 520,21,38
2019,B season,NMFS_AREA < 520,22,42
2019,B season,NMFS_AREA < 520,23,71
2019,B season,NMFS_AREA < 520,24,63
2019,B season,NMFS_AREA < 520,25,71
2019,B season,NMFS_AREA < 520,26,65
2019,B season,NMFS_AREA < 520,27,54
2019,B season,NMFS_AREA < 520,28,39
2019,B season,NMFS_AREA < 520,29,18
2019,B season,NMFS_AREA < 520,30,9
2019,B season,NMFS_AREA < 520,31,14
2019,B season,NMFS_AREA < 520,32,16
2019,B season,NMFS_AREA < 520,33,25
2019,B season,NMFS_AREA < 520,34,43
2019,B season,NMFS_AREA < 520,35,63
2019,B season,NMFS_AREA < 520,36,99
2019,B season,NMFS_AREA < 520,37,114
2019,B season,NMFS_AREA < 520,38,144
2019,B season,NMFS_AREA < 520,39,156
2019,B season,NMFS_AREA < 520,40,166
2019,B season,NMFS_AREA < 520,41,294
2019,B season,NMFS_AREA < 520,42,608
2019,B season,NMFS_AREA < 520,43,1356
2019,B season,NMFS_AREA < 520,44,2862
2019,B season,NMFS_AREA < 520,45,4630
2019,B season,NMFS_AREA < 520,46,6421
2019,B season,NMFS_AREA < 520,47,7644
2019,B season,NMFS_AREA < 520,48,8230
2019,B season,NMFS_AREA < 520,49,7910
2019,B season,NMFS_AREA < 520,50,7057
2019,B season,NMFS_AREA < 520,51,5661
2019,B season,NMFS_AREA < 520,52,4275
2019,B season,NMFS_AREA < 520,53,2902
2019,B season,NMFS_AREA < 520,54,1785
2019,B season,NMFS_AREA < 520,55,1094
2019,B season,NMFS_AREA < 520,56,618
2019,B season,NMFS_AREA < 520,57,350
2019,B season,NMFS_AREA < 520,58,208
2019,B season,NMFS_AREA < 520,59,139
2019,B season,NMFS_AREA < 520,60,84
2019,B season,NMFS_AREA < 520,61,50
2019,B season,NMFS_AREA < 520,62,23
2019,B season,NMFS_AREA < 520,63,27
2019,B season,NMFS_AREA < 520,64,14
2019,B season,NMFS_AREA < 520,65,35
2019,B season,NMFS_AREA > 519,20,21
2019,B season,NMFS_AREA > 519,21,28
2019,B season,NMFS_AREA > 519,22,16
2019,B season,NMFS_AREA > 519,23,21
2019,B season,NMFS_AREA > 519,24,16
2019,B season,NMFS_AREA > 519,25,37
2019,B season,NMFS_AREA > 519,26,48
2019,B season,NMFS_AREA > 519,27,74
2019,B season,NMFS_AREA > 519,28,97
2019,B season,NMFS_AREA > 519,29,124
2019,B season,NMFS_AREA > 519,30,167
2019,B season,NMFS_AREA > 519,31,206
2019,B season,NMFS_AREA > 519,32,219
2019,B season,NMFS_AREA > 519,33,289
2019,B season,NMFS_AREA > 519,34,281
2019,B season,NMFS_AREA > 519,35,339
2019,B season,NMFS_AREA > 519,36,317
2019,B season,NMFS_AREA > 519,37,320
2019,B season,NMFS_AREA > 519,38,332
2019,B season,NMFS_AREA > 519,39,451
2019,B season,NMFS_AREA > 519,40,789
2019,B season,NMFS_AREA > 519,41,1422
2019,B season,NMFS_AREA > 519,42,2069
2019,B season,NMFS_AREA > 519,43,2761
2019,B season,NMFS_AREA > 519,44,3466
2019,B season,NMFS_AREA > 519,45,3793
2019,B season,NMFS_AREA > 519,46,3859
2019,B season,NMFS_AREA > 519,47,3679
2019,B season,NMFS_AREA > 519,48,3433
2019,B season,NMFS_AREA > 519,49,2980
2019,B season,NMFS_AREA > 519,50,2430
2019,B season,NMFS_AREA > 519,51,1974
2019,B season,NMFS_AREA > 519,52,1421
2019,B season,NMFS_AREA > 519,53,1082
2019,B season,NMFS_AREA > 519,54,769
2019,B season,NMFS_AREA > 519,55,551
2019,B season,NMFS_AREA > 519,56,355
2019,B season,NMFS_AREA > 519,57,231
2019,B season,NMFS_AREA > 519,58,119
2019,B season,NMFS_AREA > 519,59,74
2019,B season,NMFS_AREA > 519,60,61
2019,B season,NMFS_AREA > 519,61,26
2019,B season,NMFS_AREA > 519,62,27
2019,B season,NMFS_AREA > 519,63,13
2019,B season,NMFS_AREA > 519,64,12
2019,B season,NMFS_AREA > 519,65,24
2020,A season,NMFS_AREA < 520,20,6
2020,A season,NMFS_AREA < 520,21,8
2020,A season,NMFS_AREA < 520,22,15
2020,A season,NMFS_AREA < 520,23,43
2020,A season,NMFS_AREA < 520,24,65
2020,A season,NMFS_AREA < 520,25,72
2020,A season,NMFS_AREA < 520,26,110
2020,A season,NMFS_AREA < 520,27,115
2020,A season,NMFS_AREA < 520,28,102
2020,A season,NMFS_AREA < 520,29,73
2020,A season,NMFS_AREA < 520,30,53
2020,A season,NMFS_AREA < 520,31,53
2020,A season,NMFS_AREA < 520,32,59
2020,A season,NMFS_AREA < 520,33,85
2020,A season,NMFS_AREA < 520,34,109
2020,A season,NMFS_AREA < 520,35,188
2020,A season,NMFS_AREA < 520,36,263
2020,A season,NMFS_AREA < 520,37,405
2020,A season,NMFS_AREA < 520,38,589
2020,A season,NMFS_AREA < 520,39,865
2020,A season,NMFS_AREA < 520,40,1144
2020,A season,NMFS_AREA < 520,41,1874
2020,A season,NMFS_AREA < 520,42,2919
2020,A season,NMFS_AREA < 520,43,4352
2020,A season,NMFS_AREA < 520,44,5512
2020,A season,NMFS_AREA < 520,45,6359
2020,A season,NMFS_AREA < 520,46,6780
2020,A season,NMFS_AREA < 520,47,6812
2020,A season,NMFS_AREA < 520,48,6454
2020,A season,NMFS_AREA < 520,49,5711
2020,A season,NMFS_AREA < 520,50,4921
2020,A season,NMFS_AREA < 520,51,3743
2020,A season,NMFS_AREA < 520,52,2881
2020,A season,NMFS_AREA < 520,53,2145
2020,A season,NMFS_AREA < 520,54,1540
2020,A season,NMFS_AREA < 520,55,1218
2020,A season,NMFS_AREA < 520,56,863
2020,A season,NMFS_AREA < 520,57,646
2020,A season,NMFS_AREA < 520,58,483
2020,A season,NMFS_AREA < 520,59,413
2020,A season,NMFS_AREA < 520,60,294
2020,A season,NMFS_AREA < 520,61,225
2020,A season,NMFS_AREA < 520,62,172
2020,A season,NMFS_AREA < 520,63,133
2020,A season,NMFS_AREA < 520,64,115
2020,A season,NMFS_AREA < 520,65,296
2020,A season,NMFS_AREA > 519,20,1
2020,A season,NMFS_AREA > 519,21,15
2020,A season,NMFS_AREA > 519,22,26
2020,A season,NMFS_AREA > 519,23,30
2020,A season,NMFS_AREA > 519,24,47
2020,A season,NMFS_AREA > 519,25,51
2020,A season,NMFS_AREA > 519,26,50
2020,A season,NMFS_AREA > 519,27,45
2020,A season,NMFS_AREA > 519,28,38
2020,A season,NMFS_AREA > 519,29,56
2020,A season,NMFS_AREA > 519,30,97
2020,A season,NMFS_AREA > 519,31,169
2020,A season,NMFS_AREA > 519,32,203
2020,A season,NMFS_AREA > 519,33,260
2020,A season,NMFS_AREA > 519,34,286
2020,A season,NMFS_AREA > 519,35,351
2020,A season,NMFS_AREA > 519,36,341
2020,A season,NMFS_AREA > 519,37,396
2020,A season,NMFS_AREA > 519,38,372
2020,A season,NMFS_AREA > 519,39,394
2020,A season,NMFS_AREA > 519,40,376
2020,A season,NMFS_AREA > 519,41,427
2020,A season,NMFS_AREA > 519,42,534
2020,A season,NMFS_AREA > 519,43,761
2020,A season,NMFS_AREA > 519,44,919
2020,A season,NMFS_AREA > 519,45,1117
2020,A season,NMFS_AREA > 519,46,1142
2020,A season,NMFS_AREA > 519,47,1150
2020,A season,NMFS_AREA > 519,48,1022
2020,A season,NMFS_AREA > 519,49,869
2020,A season,NMFS_AREA > 519,50,706
2020,A season,NMFS_AREA > 519,51,564
2020,A season,NMFS_AREA > 519,52,426
2020,A season,NMFS_AREA > 519,53,322
2020,A season,NMFS_AREA > 519,54,266
2020,A season,NMFS_AREA > 519,55,224
2020,A season,NMFS_AREA > 519,56,189
2020,A season,NMFS_AREA > 519,57,156
2020,A season,NMFS_AREA > 519,58,152
2020,A season,NMFS_AREA > 519,59,105
2020,A season,NMFS_AREA > 519,60,89
2020,A season,NMFS_AREA > 519,61,95
2020,A season,NMFS_AREA > 519,62,62
2020,A season,NMFS_AREA > 519,63,60
2020,A season,NMFS_AREA > 519,64,48
2020,A season,NMFS_AREA > 519,65,147
2020,B season,NMFS_AREA < 520,20,11
2020,B season,NMFS_AREA < 520,21,21
2020,B season,NMFS_AREA < 520,22,32
2020,B season,NMFS_AREA < 520,23,37
2020,B season,NMFS_AREA < 520,24,57
2020,B season,NMFS_AREA < 520,25,132
2020,B season,NMFS_AREA < 520,26,239
2020,B season,NMFS_AREA < 520,27,462
2020,B season,NMFS_AREA < 520,28,633
2020,B season,NMFS_AREA < 520,29,878
2020,B season,NMFS_AREA < 520,30,1269
2020,B season,NMFS_AREA < 520,31,1614
2020,B season,NMFS_AREA < 520,32,1900
2020,B season,NMFS_AREA < 520,33,1916
2020,B season,NMFS_AREA < 520,34,1834
2020,B season,NMFS_AREA < 520,35,1618
2020,B season,NMFS_AREA < 520,36,1312
2020,B season,NMFS_AREA < 520,37,1117
2020,B season,NMFS_AREA < 520,38,965
2020,B season,NMFS_AREA < 520,39,740
2020,B season,NMFS_AREA < 520,40,569
2020,B season,NMFS_AREA < 520,41,563
2020,B season,NMFS_AREA < 520,42,583
2020,B season,NMFS_AREA < 520,43,805
2020,B season,NMFS_AREA < 520,44,1166
2020,B season,NMFS_AREA < 520,45,1737
2020,B season,NMFS_AREA < 520,46,2603
2020,B season,NMFS_AREA < 520,47,3446
2020,B season,NMFS_AREA < 520,48,4108
2020,B season,NMFS_AREA < 520,49,4700
2020,B season,NMFS_AREA < 520,50,4836
2020,B season,NMFS_AREA < 520,51,4543
2020,B season,NMFS_AREA < 520,52,4086
2020,B season,NMFS_AREA < 520,53,3246
2020,B season,NMFS_AREA < 520,54,2405
2020,B season,NMFS_AREA < 520,55,1677
2020,B season,NMFS_AREA < 520,56,1065
2020,B season,NMFS_AREA < 520,57,660
2020,B season,NMFS_AREA < 520,58,378
2020,B season,NMFS_AREA < 520,59,198
2020,B season,NMFS_AREA < 520,60,135
2020,B season,NMFS_AREA < 520,61,89
2020,B season,NMFS_AREA < 520,62,39
2020,B season,NMFS_AREA < 520,63,26
2020,B season,NMFS_AREA < 520,64,16
2020,B season,NMFS_AREA < 520,65,39
2020,B season,NMFS_AREA > 519,20,32
2020,B season,NMFS_AREA > 519,21,97
2020,B season,NMFS_AREA > 519,22,201
2020,B season,NMFS_AREA > 519,23,326
2020,B season,NMFS_AREA > 519,24,570
2020,B season,NMFS_AREA > 519,25,783
2020,B season,NMFS_AREA > 519,26,1041
2020,B season,NMFS_AREA > 519,27,1195
2020,B season,NMFS_AREA > 519,28,1328
2020,B season,NMFS_AREA > 519,29,1393
2020,B season,NMFS_AREA > 519,30,1514
2020,B season,NMFS_AREA > 519,31,1588
2020,B season,NMFS_AREA > 519,32,1665
2020,B season,NMFS_AREA > 519,33,1653
2020,B season,NMFS_AREA > 519,34,1577
2020,B season,NMFS_AREA > 519,35,1392
2020,B season,NMFS_AREA > 519,36,1332
2020,B season,NMFS_AREA > 519,37,1254
2020,B season,NMFS_AREA > 519,38,1370
2020,B season,NMFS_AREA > 519,39,1401
2020,B season,NMFS_AREA > 519,40,1595
2020,B season,NMFS_AREA > 519,41,1698
2020,B season,NMFS_AREA > 519,42,1997
2020,B season,NMFS_AREA > 519,43,2769
2020,B season,NMFS_AREA > 519,44,3602
2020,B season,NMFS_AREA > 519,45,4454
2020,B season,NMFS_AREA > 519,46,5099
2020,B season,NMFS_AREA > 519,47,5131
2020,B season,NMFS_AREA > 519,48,4918
2020,B season,NMFS_AREA > 519,49,4300
2020,B season,NMFS_AREA > 519,50,3576
2020,B season,NMFS_AREA > 519,51,2796
2020,B season,NMFS_AREA > 519,52,2084
2020,B season,NMFS_AREA > 519,53,1474
2020,B season,NMFS_AREA > 519,54,949
2020,B season,NMFS_AREA > 519,55,652
2020,B season,NMFS_AREA > 519,56,441
2020,B season,NMFS_AREA > 519,57,223
2020,B season,NMFS_AREA > 519,58,160
2020,B season,NMFS_AREA > 519,59,107
2020,B season,NMFS_AREA > 519,60,66
2020,B season,NMFS_AREA > 519,61,43
2020,B season,NMFS_AREA > 519,62,15
2020,B season,NMFS_AREA > 519,63,17
2020,B season,NMFS_AREA > 519,64,8
2020,B season,NMFS_AREA > 519,65,33
2021,A season,NMFS_AREA < 520,20,3
2021,A season,NMFS_AREA < 520,21,2
2021,A season,NMFS_AREA < 520,22,1
2021,A season,NMFS_AREA < 520,23,2
2021,A season,NMFS_AREA < 520,24,4
2021,A season,NMFS_AREA < 520,25,17
2021,A season,NMFS_AREA < 520,26,34
2021,A season,NMFS_AREA < 520,27,86
2021,A season,NMFS_AREA < 520,28,129
2021,A season,NMFS_AREA < 520,29,214
2021,A season,NMFS_AREA < 520,30,361
2021,A season,NMFS_AREA < 520,31,653
2021,A season,NMFS_AREA < 520,32,916
2021,A season,NMFS_AREA < 520,33,1271
2021,A season,NMFS_AREA < 520,34,1570
2021,A season,NMFS_AREA < 520,35,1732
2021,A season,NMFS_AREA < 520,36,1814
2021,A season,NMFS_AREA < 520,37,1741
2021,A season,NMFS_AREA < 520,38,1715
2021,A season,NMFS_AREA < 520,39,1791
2021,A season,NMFS_AREA < 520,40,2099
2021,A season,NMFS_AREA < 520,41,2372
2021,A season,NMFS_AREA < 520,42,2872
2021,A season,NMFS_AREA < 520,43,3618
2021,A season,NMFS_AREA < 520,44,4303
2021,A season,NMFS_AREA < 520,45,5242
2021,A season,NMFS_AREA < 520,46,5815
2021,A season,NMFS_AREA < 520,47,6105
2021,A season,NMFS_AREA < 520,48,6023
2021,A season,NMFS_AREA < 520,49,5578
2021,A season,NMFS_AREA < 520,50,5015
2021,A season,NMFS_AREA < 520,51,4159
2021,A season,NMFS_AREA < 520,52,3289
2021,A season,NMFS_AREA < 520,53,2582
2021,A season,NMFS_AREA < 520,54,1895
2021,A season,NMFS_AREA < 520,55,1405
2021,A season,NMFS_AREA < 520,56,1108
2021,A season,NMFS_AREA < 520,57,858
2021,A season,NMFS_AREA < 520,58,676
2021,A season,NMFS_AREA < 520,59,530
2021,A season,NMFS_AREA < 520,60,406
2021,A season,NMFS_AREA < 520,61,289
2021,A season,NMFS_AREA < 520,62,255
2021,A season,NMFS_AREA < 520,63,187
2021,A season,NMFS_AREA < 520,64,136
2021,A season,NMFS_AREA < 520,65,424
2021,A season,NMFS_AREA > 519,22,1
2021,A season,NMFS_AREA > 519,23,2
2021,A season,NMFS_AREA > 519,24,1
2021,A season,NMFS_AREA > 519,25,1
2021,A season,NMFS_AREA > 519,26,3
2021,A season,NMFS_AREA > 519,27,12
2021,A season,NMFS_AREA > 519,28,18
2021,A season,NMFS_AREA > 519,29,43
2021,A season,NMFS_AREA > 519,30,88
2021,A season,NMFS_AREA > 519,31,188
2021,A season,NMFS_AREA > 519,32,246
2021,A season,NMFS_AREA > 519,33,300
2021,A season,NMFS_AREA > 519,34,332
2021,A season,NMFS_AREA > 519,35,375
2021,A season,NMFS_AREA > 519,36,397
2021,A season,NMFS_AREA > 519,37,377
2021,A season,NMFS_AREA > 519,38,360
2021,A season,NMFS_AREA > 519,39,299
2021,A season,NMFS_AREA > 519,40,305
2021,A season,NMFS_AREA > 519,41,264
2021,A season,NMFS_AREA > 519,42,298
2021,A season,NMFS_AREA > 519,43,408
2021,A season,NMFS_AREA > 519,44,472
2021,A season,NMFS_AREA > 519,45,602
2021,A season,NMFS_AREA > 519,46,664
2021,A season,NMFS_AREA > 519,47,684
2021,A season,NMFS_AREA > 519,48,689
2021,A season,NMFS_AREA > 519,49,587
2021,A season,NMFS_AREA > 519,50,547
2021,A season,NMFS_AREA > 519,51,445
2021,A season,NMFS_AREA > 519,52,349
2021,A season,NMFS_AREA > 519,53,271
2021,A season,NMFS_AREA > 519,54,208
2021,A season,NMFS_AREA > 519,55,183
2021,A season,NMFS_AREA > 519,56,147
2021,A season,NMFS_AREA > 519,57,99
2021,A season,NMFS_AREA > 519,58,82
2021,A season,NMFS_AREA > 519,59,57
2021,A season,NMFS_AREA > 519,60,49
2021,A season,NMFS_AREA > 519,61,47
2021,A season,NMFS_AREA > 519,62,32
2021,A season,NMFS_AREA > 519,63,18
2021,A season,NMFS_AREA > 519,64,18
2021,A season,NMFS_AREA > 519,65,35
2021,B season,NMFS_AREA < 520,20,6
2021,B season,NMFS_AREA < 520,21,11
2021,B season,NMFS_AREA < 520,22,6
2021,B season,NMFS_AREA < 520,23,21
2021,B season,NMFS_AREA < 520,24,19
2021,B season,NMFS_AREA < 520,25,33
2021,B season,NMFS_AREA < 520,26,40
2021,B season,NMFS_AREA < 520,27,60
2021,B season,NMFS_AREA < 520,28,161
2021,B season,NMFS_AREA < 520,29,294
2021,B season,NMFS_AREA < 520,30,520
2021,B season,NMFS_AREA < 520,31,903
2021,B season,NMFS_AREA < 520,32,1447
2021,B season,NMFS_AREA < 520,33,2253
2021,B season,NMFS_AREA < 520,34,3378
2021,B season,NMFS_AREA < 520,35,4765
2021,B season,NMFS_AREA < 520,36,5751
2021,B season,NMFS_AREA < 520,37,6220
2021,B season,NMFS_AREA < 520,38,5851
2021,B season,NMFS_AREA < 520,39,4858
2021,B season,NMFS_AREA < 520,40,3531
2021,B season,NMFS_AREA < 520,41,2344
2021,B season,NMFS_AREA < 520,42,1452
2021,B season,NMFS_AREA < 520,43,896
2021,B season,NMFS_AREA < 520,44,611
2021,B season,NMFS_AREA < 520,45,544
2021,B season,NMFS_AREA < 520,46,513
2021,B season,NMFS_AREA < 520,47,593
2021,B season,NMFS_AREA < 520,48,671
2021,B season,NMFS_AREA < 520,49,756
2021,B season,NMFS_AREA < 520,50,818
2021,B season,NMFS_AREA < 520,51,794
2021,B season,NMFS_AREA < 520,52,814
2021,B season,NMFS_AREA < 520,53,725
2021,B season,NMFS_AREA < 520,54,611
2021,B season,NMFS_AREA < 520,55,494
2021,B season,NMFS_AREA < 520,56,379
2021,B season,NMFS_AREA < 520,57,289
2021,B season,NMFS_AREA < 520,58,193
2021,B season,NMFS_AREA < 520,59,146
2021,B season,NMFS_AREA < 520,60,81
2021,B season,NMFS_AREA < 520,61,51
2021,B season,NMFS_AREA < 520,62,32
2021,B season,NMFS_AREA < 520,63,28
2021,B season,NMFS_AREA < 520,64,20
2021,B season,NMFS_AREA < 520,65,26
2021,B season,NMFS_AREA > 519,20,2
2021,B season,NMFS_AREA > 519,22,4
2021,B season,NMFS_AREA > 519,23,3
2021,B season,NMFS_AREA > 519,24,7
2021,B season,NMFS_AREA > 519,25,18
2021,B season,NMFS_AREA > 519,26,37
2021,B season,NMFS_AREA > 519,27,72
2021,B season,NMFS_AREA > 519,28,112
2021,B season,NMFS_AREA > 519,29,229
2021,B season,NMFS_AREA > 519,30,486
2021,B season,NMFS_AREA > 519,31,893
2021,B season,NMFS_AREA > 519,32,1631
2021,B season,NMFS_AREA > 519,33,2393
2021,B season,NMFS_AREA > 519,34,3058
2021,B season,NMFS_AREA > 519,35,3369
2021,B season,NMFS_AREA > 519,36,3524
2021,B season,NMFS_AREA > 519,37,3418
2021,B season,NMFS_AREA > 519,38,2973
2021,B season,NMFS_AREA > 519,39,2321
2021,B season,NMFS_AREA > 519,40,1726
2021,B season,NMFS_AREA > 519,41,1065
2021,B season,NMFS_AREA > 519,42,712
2021,B season,NMFS_AREA > 519,43,553
2021,B season,NMFS_AREA > 519,44,528
2021,B season,NMFS_AREA > 519,45,647
2021,B season,NMFS_AREA > 519,46,760
2021,B season,NMFS_AREA > 519,47,935
2021,B season,NMFS_AREA > 519,48,1002
2021,B season,NMFS_AREA > 519,49,921
2021,B season,NMFS_AREA > 519,50,812
2021,B season,NMFS_AREA > 519,51,649
